date,vehicle_category,day_of_week,month,is_weekend,is_holiday,weather,season,competitor_base_price,utilization_rate,rental_duration_days,daily_rental_price
2023-02-24,Economy,Friday,2,1,0,Snowy,Winter,30.44,62.7,5,52.54
2022-03-04,SUV,Friday,3,1,0,Sunny,Spring,83.1,71.0,1,124.41
2023-04-26,SUV,Wednesday,4,0,0,Stormy,Spring,76.12,54.1,4,75.55
2023-07-14,Midsize,Friday,7,1,0,Sunny,Summer,55.27,88.0,4,95.63
2022-05-10,Minivan,Tuesday,5,0,0,Rainy,Spring,70.33,67.4,2,63.6
2024-03-25,Minivan,Monday,3,0,0,Cloudy,Spring,74.13,50.5,1,74.69
2024-06-04,Pickup,Tuesday,6,0,0,Cloudy,Summer,72.65,77.4,1,86.13
2022-01-28,Luxury,Friday,1,1,0,Snowy,Winter,128.1,80.9,5,185.43
2023-07-30,Minivan,Sunday,7,1,0,Sunny,Summer,68.37,87.7,3,108.36
2023-07-02,Economy,Sunday,7,1,0,Rainy,Summer,33.11,93.0,30,44.47
2023-01-21,Compact,Saturday,1,1,0,Rainy,Winter,40.77,83.0,6,63.0
2022-04-01,Pickup,Friday,4,1,0,Cloudy,Spring,73.11,69.7,7,91.33
2024-09-27,Pickup,Friday,9,1,0,Sunny,Fall,79.47,66.3,7,90.48
2022-04-07,Midsize,Thursday,4,0,0,Cloudy,Spring,55.0,67.4,4,73.0
2024-07-23,Pickup,Tuesday,7,0,0,Cloudy,Summer,76.52,70.0,1,92.94
2024-01-31,Minivan,Wednesday,1,0,0,Cloudy,Winter,67.26,77.3,1,76.05
2023-12-12,SUV,Tuesday,12,0,0,Sunny,Winter,75.38,79.2,3,104.21
2024-08-15,Midsize,Thursday,8,0,0,Rainy,Summer,55.57,87.3,1,61.39
2024-10-09,Minivan,Wednesday,10,0,0,Cloudy,Fall,64.77,60.6,2,57.66
2024-06-03,Economy,Monday,6,0,0,Rainy,Summer,34.41,76.8,7,41.12
2023-11-13,Midsize,Monday,11,0,0,Rainy,Fall,56.37,56.9,3,57.69
2022-12-03,Economy,Saturday,12,1,0,Sunny,Winter,30.58,74.0,14,55.35
2022-10-25,Luxury,Tuesday,10,0,0,Sunny,Fall,125.06,69.3,4,125.79
2022-11-23,Pickup,Wednesday,11,0,0,Rainy,Fall,68.63,62.8,1,69.09
2023-02-26,Pickup,Sunday,2,1,0,Rainy,Winter,72.88,68.5,1,83.4
2024-05-08,Economy,Wednesday,5,0,0,Foggy,Spring,29.15,53.8,4,41.62
2024-11-30,Economy,Saturday,11,1,0,Cloudy,Fall,32.42,85.3,2,50.42
2022-12-04,Minivan,Sunday,12,1,0,Sunny,Winter,63.32,86.8,5,98.06
2023-11-17,SUV,Friday,11,1,0,Sunny,Fall,81.3,56.0,5,107.14
2024-02-04,Luxury,Sunday,2,1,0,Snowy,Winter,130.66,75.7,3,160.18
2024-03-15,Compact,Friday,3,1,0,Cloudy,Spring,38.68,76.4,5,59.65
2022-08-06,Compact,Saturday,8,1,0,Rainy,Summer,39.12,91.6,3,60.69
2023-01-21,Minivan,Saturday,1,1,0,Sunny,Winter,68.38,82.4,6,97.03
2024-10-30,Pickup,Wednesday,10,0,0,Sunny,Fall,70.03,70.2,1,74.85
2022-05-28,Minivan,Saturday,5,1,0,Foggy,Spring,73.51,78.2,2,72.95
2024-04-11,Midsize,Thursday,4,0,0,Stormy,Spring,51.04,62.8,4,55.17
2022-07-17,Pickup,Sunday,7,1,0,Sunny,Summer,79.45,89.1,1,116.21
2023-08-29,Economy,Tuesday,8,0,0,Sunny,Summer,34.6,77.9,6,49.26
2022-05-27,Economy,Friday,5,1,0,Sunny,Spring,33.16,73.1,14,50.32
2024-05-14,Midsize,Tuesday,5,0,0,Rainy,Spring,53.33,55.3,1,59.3
2023-09-07,Midsize,Thursday,9,0,0,Cloudy,Fall,53.15,64.5,2,56.51
2024-05-27,Luxury,Monday,5,0,0,Cloudy,Spring,125.51,59.2,3,120.0
2022-03-27,Minivan,Sunday,3,1,0,Cloudy,Spring,72.18,77.6,1,93.03
2023-10-17,Midsize,Tuesday,10,0,0,Sunny,Fall,53.66,63.9,5,66.79
2024-02-25,Pickup,Sunday,2,1,0,Cloudy,Winter,76.67,75.0,1,87.4
2023-12-20,Minivan,Wednesday,12,0,0,Cloudy,Winter,67.19,78.7,1,78.6
2022-03-21,SUV,Monday,3,0,0,Rainy,Spring,77.58,69.7,1,91.26
2023-06-01,Luxury,Thursday,6,0,0,Sunny,Summer,137.46,73.2,2,157.67
2022-07-12,SUV,Tuesday,7,0,0,Cloudy,Summer,87.44,83.8,2,102.15
2024-08-19,Economy,Monday,8,0,0,Sunny,Summer,32.96,79.3,4,58.6
2024-07-13,Compact,Saturday,7,1,0,Rainy,Summer,43.8,87.3,1,59.85
2022-09-20,Luxury,Tuesday,9,0,0,Stormy,Fall,119.9,49.4,6,99.09
2024-11-02,SUV,Saturday,11,1,0,Sunny,Fall,79.81,71.3,1,115.33
2023-07-17,Minivan,Monday,7,0,0,Cloudy,Summer,63.42,66.5,6,87.28
2022-04-10,Midsize,Sunday,4,1,0,Cloudy,Spring,58.62,72.9,5,79.99
2024-10-02,Compact,Wednesday,10,0,0,Snowy,Fall,43.32,60.1,2,55.2
2022-11-30,Economy,Wednesday,11,0,0,Sunny,Fall,33.11,57.1,2,36.23
2022-08-13,Minivan,Saturday,8,1,0,Sunny,Summer,73.17,85.8,7,106.75
2023-02-12,SUV,Sunday,2,1,0,Cloudy,Winter,81.52,65.2,1,107.69
2022-12-28,Pickup,Wednesday,12,0,0,Cloudy,Winter,79.02,67.1,2,81.96
2023-04-03,Midsize,Monday,4,0,0,Stormy,Spring,57.03,71.4,4,48.67
2024-10-07,Compact,Monday,10,0,0,Rainy,Fall,38.61,60.7,6,46.1
2022-08-26,Economy,Friday,8,1,0,Sunny,Summer,33.79,92.6,1,52.87
2022-02-18,SUV,Friday,2,1,0,Cloudy,Winter,82.27,57.9,6,109.39
2024-05-30,Economy,Thursday,5,0,0,Rainy,Spring,34.57,56.0,7,33.97
2024-01-25,Minivan,Thursday,1,0,0,Cloudy,Winter,67.49,68.2,3,80.23
2022-03-10,Midsize,Thursday,3,0,0,Cloudy,Spring,58.55,78.1,5,69.92
2022-05-18,Economy,Wednesday,5,0,0,Sunny,Spring,34.0,63.1,7,35.44
2024-01-03,SUV,Wednesday,1,0,0,Cloudy,Winter,75.97,67.6,14,101.05
2022-10-09,Economy,Sunday,10,1,0,Sunny,Fall,31.39,69.0,1,43.34
2023-01-18,Minivan,Wednesday,1,0,0,Sunny,Winter,65.46,78.7,5,82.07
2024-02-04,Luxury,Sunday,2,1,0,Sunny,Winter,136.06,69.6,1,147.57
2023-01-15,Luxury,Sunday,1,1,0,Cloudy,Winter,137.0,88.3,4,160.45
2023-04-21,Compact,Friday,4,1,1,Sunny,Spring,41.81,100.0,1,81.39
2024-03-11,Economy,Monday,3,0,0,Cloudy,Spring,29.65,70.2,3,35.05
2022-01-25,Economy,Tuesday,1,0,0,Cloudy,Winter,33.88,75.4,2,43.09
2024-12-22,Economy,Sunday,12,1,0,Sunny,Winter,31.43,87.5,6,54.91
2023-10-17,Compact,Tuesday,10,0,0,Stormy,Fall,38.05,55.3,6,38.64
2023-01-22,Minivan,Sunday,1,1,0,Cloudy,Winter,66.79,92.2,3,100.56
2022-07-22,Compact,Friday,7,1,0,Cloudy,Summer,40.45,73.3,4,65.58
2022-05-26,Compact,Thursday,5,0,0,Rainy,Spring,40.84,63.4,7,48.26
2022-10-25,Pickup,Tuesday,10,0,0,Rainy,Fall,73.71,55.7,3,72.74
2022-05-29,Luxury,Sunday,5,1,0,Sunny,Spring,127.67,72.2,4,154.47
2024-04-26,Pickup,Friday,4,1,0,Rainy,Spring,68.49,75.4,14,86.56
2023-06-22,SUV,Thursday,6,0,0,Sunny,Summer,86.43,72.1,3,111.18
2023-10-19,Pickup,Thursday,10,0,0,Cloudy,Fall,78.92,62.1,1,80.9
2024-02-05,SUV,Monday,2,0,0,Cloudy,Winter,80.99,47.4,7,86.68
2023-04-06,Minivan,Thursday,4,0,0,Snowy,Spring,62.92,68.3,3,84.72
2024-11-09,SUV,Saturday,11,1,1,Rainy,Fall,82.22,100.0,6,116.46
2022-11-19,Compact,Saturday,11,1,0,Cloudy,Fall,39.1,87.3,2,51.85
2022-06-03,SUV,Friday,6,1,0,Cloudy,Summer,88.3,78.3,3,119.7
2022-06-23,Minivan,Thursday,6,0,0,Snowy,Summer,68.49,71.8,1,98.87
2022-03-23,Midsize,Wednesday,3,0,1,Sunny,Spring,54.13,65.4,2,86.4
2023-12-01,Midsize,Friday,12,1,0,Stormy,Winter,58.42,73.4,4,72.94
2023-09-24,Pickup,Sunday,9,1,0,Snowy,Fall,71.95,67.4,3,101.56
2024-03-01,Pickup,Friday,3,1,0,Stormy,Spring,78.54,87.9,5,80.81
2022-10-09,SUV,Sunday,10,1,0,Sunny,Fall,87.67,69.4,5,116.41
2023-12-03,Luxury,Sunday,12,1,0,Cloudy,Winter,130.79,83.9,4,171.11
2023-05-31,Minivan,Wednesday,5,0,0,Sunny,Spring,68.31,66.4,2,79.92
2023-08-15,Luxury,Tuesday,8,0,0,Cloudy,Summer,131.53,85.4,2,148.35
2023-10-26,Compact,Thursday,10,0,0,Cloudy,Fall,42.27,79.0,2,50.37
2023-09-20,Compact,Wednesday,9,0,0,Stormy,Fall,40.79,76.5,3,42.57
2024-04-22,Midsize,Monday,4,0,1,Sunny,Spring,59.71,70.5,3,81.25
2023-01-21,Pickup,Saturday,1,1,0,Rainy,Winter,69.14,91.2,6,92.34
2023-08-28,Compact,Monday,8,0,0,Rainy,Summer,42.61,80.5,2,51.88
2023-10-20,Compact,Friday,10,1,0,Rainy,Fall,40.75,75.3,4,50.22
2022-12-22,Economy,Thursday,12,0,0,Rainy,Winter,34.18,70.4,7,41.03
2023-05-21,Compact,Sunday,5,1,0,Cloudy,Spring,44.79,55.6,4,60.01
2023-11-22,Compact,Wednesday,11,0,0,Snowy,Fall,44.15,44.8,6,52.65
2024-02-07,Compact,Wednesday,2,0,0,Cloudy,Winter,44.55,61.6,5,47.95
2024-07-29,Luxury,Monday,7,0,0,Sunny,Summer,128.39,67.5,2,156.02
2022-05-28,Midsize,Saturday,5,1,0,Sunny,Spring,55.65,74.6,2,86.09
2024-03-16,Economy,Saturday,3,1,0,Sunny,Spring,29.29,77.4,6,58.95
2023-06-06,SUV,Tuesday,6,0,0,Cloudy,Summer,84.36,65.6,30,102.06
2023-07-22,Luxury,Saturday,7,1,0,Cloudy,Summer,119.27,90.8,1,179.21
2022-04-15,SUV,Friday,4,1,0,Rainy,Spring,86.05,50.2,3,101.82
2022-08-10,SUV,Wednesday,8,0,0,Cloudy,Summer,76.38,59.4,2,103.9
2022-10-14,Compact,Friday,10,1,0,Sunny,Fall,44.83,67.7,6,64.87
2022-04-22,Economy,Friday,4,1,1,Stormy,Spring,29.95,92.0,2,49.76
2023-07-04,Compact,Tuesday,7,0,0,Rainy,Summer,38.8,75.7,14,48.2
2024-05-16,Compact,Thursday,5,0,0,Sunny,Spring,43.37,58.5,5,52.7
2022-05-03,Economy,Tuesday,5,0,0,Sunny,Spring,31.81,54.7,30,44.93
2023-07-22,Midsize,Saturday,7,1,0,Cloudy,Summer,52.04,85.6,2,87.92
2023-07-01,Luxury,Saturday,7,1,0,Cloudy,Summer,124.3,92.0,2,178.16
2022-02-17,Luxury,Thursday,2,0,0,Cloudy,Winter,134.98,56.4,6,127.02
2022-12-18,Pickup,Sunday,12,1,0,Foggy,Winter,78.77,79.9,3,90.6
2022-02-05,Compact,Saturday,2,1,0,Sunny,Winter,44.01,72.0,5,63.06
2023-07-07,Pickup,Friday,7,1,0,Cloudy,Summer,75.33,79.3,1,105.16
2024-04-12,Compact,Friday,4,1,0,Sunny,Spring,39.79,71.0,4,68.66
2022-12-22,Compact,Thursday,12,0,0,Sunny,Winter,37.95,64.9,1,58.69
2023-09-24,SUV,Sunday,9,1,0,Cloudy,Fall,78.29,74.6,4,98.0
2024-03-02,SUV,Saturday,3,1,0,Sunny,Spring,79.72,78.9,1,128.58
2022-06-17,SUV,Friday,6,1,0,Rainy,Summer,81.81,84.9,3,110.23
2024-02-27,Pickup,Tuesday,2,0,0,Rainy,Winter,67.16,54.2,3,68.99
2023-07-11,Compact,Tuesday,7,0,1,Snowy,Summer,41.88,83.9,3,83.22
2024-12-09,Midsize,Monday,12,0,0,Sunny,Winter,55.6,73.5,3,76.85
2024-03-05,Pickup,Tuesday,3,0,0,Cloudy,Spring,77.32,78.7,2,75.76
2022-10-23,Minivan,Sunday,10,1,0,Sunny,Fall,72.33,64.2,7,84.35
2024-02-13,Compact,Tuesday,2,0,0,Rainy,Winter,39.05,57.3,2,45.19
2023-10-06,Midsize,Friday,10,1,0,Cloudy,Fall,57.36,62.2,2,73.71
2023-08-19,Compact,Saturday,8,1,0,Cloudy,Summer,39.28,100.0,7,73.14
2022-02-19,Minivan,Saturday,2,1,0,Snowy,Winter,73.43,81.7,2,97.61
2022-05-13,SUV,Friday,5,1,0,Rainy,Spring,87.07,70.6,1,94.65
2023-12-08,Midsize,Friday,12,1,0,Cloudy,Winter,57.94,79.2,3,78.01
2024-07-01,SUV,Monday,7,0,0,Sunny,Summer,78.85,66.6,2,109.5
2023-04-14,Midsize,Friday,4,1,0,Cloudy,Spring,58.02,80.5,30,73.65
2024-09-07,Compact,Saturday,9,1,0,Sunny,Fall,39.3,74.3,7,57.82
2024-11-25,Luxury,Monday,11,0,0,Cloudy,Fall,131.73,59.5,1,118.73
2022-03-16,SUV,Wednesday,3,0,0,Cloudy,Spring,78.48,65.4,6,95.25
2022-07-04,Minivan,Monday,7,0,0,Snowy,Summer,69.89,71.5,1,87.47
2022-04-13,Midsize,Wednesday,4,0,0,Sunny,Spring,50.56,65.7,14,69.44
2024-07-16,Compact,Tuesday,7,0,0,Sunny,Summer,40.4,76.7,7,59.67
2023-07-25,Pickup,Tuesday,7,0,0,Snowy,Summer,79.9,86.4,2,98.83
2023-10-01,Compact,Sunday,10,1,0,Cloudy,Fall,44.72,70.9,2,61.13
2022-07-08,Luxury,Friday,7,1,0,Sunny,Summer,133.75,85.2,5,178.18
2022-12-27,Midsize,Tuesday,12,0,0,Cloudy,Winter,52.65,68.3,14,66.24
2022-12-10,Compact,Saturday,12,1,0,Sunny,Winter,38.35,83.0,30,79.83
2022-06-07,Economy,Tuesday,6,0,0,Rainy,Summer,32.21,75.4,2,43.5
2023-01-02,Luxury,Monday,1,0,0,Sunny,Winter,118.49,74.5,3,146.4
2024-01-26,Minivan,Friday,1,1,0,Sunny,Winter,63.17,82.0,4,102.64
2023-01-18,Compact,Wednesday,1,0,0,Rainy,Winter,40.47,60.1,2,46.32
2022-12-18,Pickup,Sunday,12,1,0,Sunny,Winter,70.56,85.5,6,111.76
2024-10-22,Luxury,Tuesday,10,0,0,Snowy,Fall,132.14,56.0,3,142.36
2022-12-09,Economy,Friday,12,1,0,Cloudy,Winter,32.73,93.3,7,51.51
2023-05-11,Pickup,Thursday,5,0,0,Rainy,Spring,70.61,69.8,2,72.2
2023-07-26,SUV,Wednesday,7,0,0,Sunny,Summer,80.85,72.2,1,108.17
2022-08-14,Minivan,Sunday,8,1,1,Sunny,Summer,66.66,100.0,4,128.54
2022-03-28,Economy,Monday,3,0,0,Foggy,Spring,31.94,82.8,1,35.66
2023-08-12,SUV,Saturday,8,1,0,Cloudy,Summer,76.28,92.3,3,127.65
2024-03-19,Luxury,Tuesday,3,0,0,Cloudy,Spring,132.14,76.1,3,136.16
2024-12-11,SUV,Wednesday,12,0,0,Foggy,Winter,87.55,72.0,14,85.89
2023-12-26,Pickup,Tuesday,12,0,0,Rainy,Winter,73.92,76.8,5,85.13
2024-04-09,Pickup,Tuesday,4,0,0,Sunny,Spring,68.07,73.3,14,87.13
2022-12-08,Luxury,Thursday,12,0,0,Stormy,Winter,130.92,72.9,1,119.32
2022-03-16,Compact,Wednesday,3,0,0,Sunny,Spring,40.23,62.8,30,58.01
2023-09-04,Economy,Monday,9,0,0,Rainy,Fall,34.1,61.9,3,31.66
2024-02-09,Midsize,Friday,2,1,0,Cloudy,Winter,58.86,84.1,2,70.17
2023-02-11,Pickup,Saturday,2,1,0,Sunny,Winter,77.34,77.3,3,99.92
2022-10-29,SUV,Saturday,10,1,0,Stormy,Fall,81.54,70.2,6,84.02
2022-10-14,Minivan,Friday,10,1,0,Rainy,Fall,69.36,56.8,3,77.23
2022-10-19,Economy,Wednesday,10,0,0,Snowy,Fall,34.37,50.6,14,45.79
2023-06-02,SUV,Friday,6,1,0,Cloudy,Summer,85.09,81.7,5,126.33
2024-01-31,Compact,Wednesday,1,0,0,Cloudy,Winter,43.94,65.3,3,51.76
2022-04-16,Compact,Saturday,4,1,0,Snowy,Spring,38.07,77.1,7,72.12
2022-07-27,Midsize,Wednesday,7,0,0,Cloudy,Summer,59.16,70.9,2,69.28
2024-03-02,Minivan,Saturday,3,1,0,Stormy,Spring,69.04,78.8,1,75.04
2023-08-26,Midsize,Saturday,8,1,0,Stormy,Summer,53.9,79.3,4,76.58
2022-03-24,Pickup,Thursday,3,0,0,Stormy,Spring,70.12,74.9,1,68.44
2023-11-10,Compact,Friday,11,1,0,Sunny,Fall,37.62,76.9,3,63.44
2022-01-23,Economy,Sunday,1,1,0,Sunny,Winter,34.79,71.3,5,57.73
2023-07-07,Economy,Friday,7,1,0,Sunny,Summer,32.29,87.9,2,59.73
2024-12-03,Midsize,Tuesday,12,0,0,Sunny,Winter,57.86,73.7,3,71.58
2024-07-31,Midsize,Wednesday,7,0,0,Rainy,Summer,53.19,65.0,2,62.79
2022-04-15,Pickup,Friday,4,1,0,Cloudy,Spring,79.46,72.8,1,94.27
2024-06-16,Pickup,Sunday,6,1,0,Cloudy,Summer,67.8,87.7,6,103.38
2022-03-16,Minivan,Wednesday,3,0,0,Rainy,Spring,64.66,73.5,5,67.05
2024-11-02,Economy,Saturday,11,1,0,Foggy,Fall,31.57,75.0,1,45.36
2024-02-13,Midsize,Tuesday,2,0,0,Rainy,Winter,53.87,59.8,3,56.66
2023-07-02,Compact,Sunday,7,1,0,Sunny,Summer,38.03,84.9,14,81.08
2022-07-10,Luxury,Sunday,7,1,1,Cloudy,Summer,135.01,100.0,3,211.67
2022-03-27,Economy,Sunday,3,1,0,Sunny,Spring,32.6,82.3,14,54.89
2023-02-03,SUV,Friday,2,1,0,Cloudy,Winter,87.42,69.1,3,102.12
2022-11-07,SUV,Monday,11,0,0,Cloudy,Fall,86.52,53.3,2,83.13
2023-03-08,Economy,Wednesday,3,0,0,Foggy,Spring,34.67,68.5,1,36.08
2022-03-18,Midsize,Friday,3,1,0,Rainy,Spring,52.61,68.4,6,69.47
2023-03-25,SUV,Saturday,3,1,0,Snowy,Spring,83.66,93.0,1,130.78
2024-10-07,Economy,Monday,10,0,0,Sunny,Fall,29.14,70.2,3,40.44
2023-12-03,Luxury,Sunday,12,1,0,Rainy,Winter,137.34,86.4,2,145.74
2024-08-18,Midsize,Sunday,8,1,0,Cloudy,Summer,57.64,80.8,4,80.73
2023-11-09,Minivan,Thursday,11,0,1,Rainy,Fall,68.93,79.9,3,75.94
2024-12-01,Minivan,Sunday,12,1,0,Sunny,Winter,63.19,78.4,4,96.9
2023-05-18,Compact,Thursday,5,0,0,Stormy,Spring,37.95,75.5,3,36.04
2023-07-12,Midsize,Wednesday,7,0,0,Snowy,Summer,55.8,76.3,2,81.3
2024-04-08,Economy,Monday,4,0,0,Foggy,Spring,31.98,63.2,2,41.51
2023-06-12,Economy,Monday,6,0,0,Stormy,Summer,34.91,48.4,4,42.58
2023-03-25,Compact,Saturday,3,1,0,Cloudy,Spring,43.13,90.9,1,62.82
2022-07-21,Minivan,Thursday,7,0,0,Cloudy,Summer,64.94,65.1,2,85.7
2024-03-29,SUV,Friday,3,1,0,Cloudy,Spring,80.02,87.6,2,117.06
2023-05-12,Compact,Friday,5,1,0,Rainy,Spring,38.27,76.2,14,44.73
2022-05-16,Pickup,Monday,5,0,0,Sunny,Spring,68.95,55.2,7,77.57
2024-06-11,SUV,Tuesday,6,0,0,Stormy,Summer,81.66,66.6,1,87.1
2024-08-27,Economy,Tuesday,8,0,0,Sunny,Summer,29.17,78.1,2,51.08
2023-09-23,Compact,Saturday,9,1,0,Cloudy,Fall,40.34,78.5,30,58.8
2024-03-22,Luxury,Friday,3,1,0,Sunny,Spring,132.73,81.8,3,172.78
2023-04-27,Midsize,Thursday,4,0,0,Sunny,Spring,59.74,74.6,6,75.94
2023-11-20,Compact,Monday,11,0,0,Cloudy,Fall,42.7,52.8,4,50.8
2022-06-19,Economy,Sunday,6,1,0,Sunny,Summer,30.86,80.8,6,63.29
2022-01-18,Compact,Tuesday,1,0,0,Cloudy,Winter,41.66,76.2,3,53.42
2022-07-09,Pickup,Saturday,7,1,1,Stormy,Summer,67.9,100.0,4,111.82
2022-04-16,Economy,Saturday,4,1,0,Cloudy,Spring,30.16,68.3,1,54.14
2023-08-20,Pickup,Sunday,8,1,0,Cloudy,Summer,70.8,82.1,5,105.34
2024-01-02,Minivan,Tuesday,1,0,0,Cloudy,Winter,74.82,70.9,1,78.57
2023-09-27,Midsize,Wednesday,9,0,0,Sunny,Fall,53.59,49.4,30,69.51
2022-06-18,Economy,Saturday,6,1,0,Rainy,Summer,33.06,97.4,6,57.0
2023-01-29,Pickup,Sunday,1,1,0,Sunny,Winter,67.95,72.6,3,112.88
2024-10-01,Economy,Tuesday,10,0,0,Sunny,Fall,29.22,49.0,2,35.58
2024-12-13,Economy,Friday,12,1,0,Stormy,Winter,31.83,73.1,2,45.69
2022-05-14,SUV,Saturday,5,1,0,Rainy,Spring,79.52,76.3,2,96.94
2024-11-20,Economy,Wednesday,11,0,0,Cloudy,Fall,32.43,70.6,2,35.1
2023-08-05,Economy,Saturday,8,1,0,Cloudy,Summer,32.25,99.1,2,46.91
2022-11-30,Minivan,Wednesday,11,0,0,Cloudy,Fall,70.36,49.8,3,70.87
2024-11-08,Midsize,Friday,11,1,0,Sunny,Fall,51.24,74.1,5,72.91
2024-04-01,SUV,Monday,4,0,0,Stormy,Spring,88.05,56.5,2,74.1
2023-09-26,Minivan,Tuesday,9,0,0,Sunny,Fall,71.9,69.4,2,75.42
2022-11-01,Minivan,Tuesday,11,0,0,Sunny,Fall,62.45,58.3,1,74.98
2022-08-30,Compact,Tuesday,8,0,0,Sunny,Summer,41.15,57.9,3,61.48
2022-11-02,Minivan,Wednesday,11,0,0,Sunny,Fall,73.35,56.3,6,69.25
2023-10-18,Luxury,Wednesday,10,0,0,Sunny,Fall,134.63,57.1,3,131.2
2024-04-19,Economy,Friday,4,1,0,Snowy,Spring,32.54,76.6,5,56.49
2023-09-12,Minivan,Tuesday,9,0,0,Sunny,Fall,63.45,67.3,3,73.05
2022-03-11,Midsize,Friday,3,1,0,Sunny,Spring,53.34,62.6,1,90.33
2022-05-16,Economy,Monday,5,0,0,Sunny,Spring,31.78,50.7,7,48.08
2023-06-01,SUV,Thursday,6,0,0,Sunny,Summer,75.64,86.5,3,116.19
2024-03-25,Pickup,Monday,3,0,0,Rainy,Spring,67.74,72.3,2,77.72
2022-09-30,Pickup,Friday,9,1,0,Sunny,Fall,74.08,78.8,30,93.51
2024-05-14,Minivan,Tuesday,5,0,0,Sunny,Spring,72.03,65.2,14,76.09
2023-01-12,Economy,Thursday,1,0,0,Stormy,Winter,32.87,81.3,1,36.75
2023-05-29,SUV,Monday,5,0,0,Sunny,Spring,88.87,57.7,7,95.69
2023-11-17,Compact,Friday,11,1,0,Sunny,Fall,38.26,70.2,1,54.4
2024-11-16,Luxury,Saturday,11,1,0,Cloudy,Fall,132.9,74.7,2,149.74
2023-02-19,Minivan,Sunday,2,1,0,Sunny,Winter,68.86,93.7,1,92.74
2022-01-19,Minivan,Wednesday,1,0,0,Cloudy,Winter,68.85,61.4,2,79.92
2024-02-03,Midsize,Saturday,2,1,0,Sunny,Winter,58.93,74.2,3,81.64
2024-10-23,Compact,Wednesday,10,0,0,Sunny,Fall,41.25,63.7,2,49.31
2024-10-31,Midsize,Thursday,10,0,0,Cloudy,Fall,58.86,61.3,7,66.98
2023-02-07,SUV,Tuesday,2,0,0,Rainy,Winter,86.31,57.6,5,85.6
2022-03-22,SUV,Tuesday,3,0,0,Foggy,Spring,89.93,77.7,4,84.14
2023-08-18,Luxury,Friday,8,1,0,Foggy,Summer,135.65,83.0,3,150.04
2023-08-06,Midsize,Sunday,8,1,0,Sunny,Summer,59.49,96.3,4,92.41
2022-05-09,SUV,Monday,5,0,0,Stormy,Spring,81.94,64.3,3,71.09
2024-08-07,Luxury,Wednesday,8,0,0,Cloudy,Summer,121.18,69.6,14,144.97
2023-04-02,SUV,Sunday,4,1,0,Sunny,Spring,82.35,69.4,7,120.88
2022-03-21,Pickup,Monday,3,0,0,Sunny,Spring,71.27,61.6,14,85.43
2023-06-05,SUV,Monday,6,0,0,Sunny,Summer,77.56,83.5,4,110.62
2022-03-25,Compact,Friday,3,1,0,Foggy,Spring,41.7,80.1,3,56.8
2024-03-24,Economy,Sunday,3,1,0,Cloudy,Spring,33.15,74.5,14,57.69
2023-07-15,Luxury,Saturday,7,1,0,Stormy,Summer,132.61,84.3,4,145.54
2024-05-03,Economy,Friday,5,1,0,Cloudy,Spring,33.62,76.5,14,47.46
2023-09-20,Pickup,Wednesday,9,0,0,Rainy,Fall,66.46,75.1,1,67.75
2023-03-14,Luxury,Tuesday,3,0,0,Rainy,Spring,119.9,62.0,2,123.67
2022-08-26,Pickup,Friday,8,1,0,Sunny,Summer,68.87,100.0,30,111.38
2023-11-04,Compact,Saturday,11,1,0,Cloudy,Fall,38.47,70.8,2,57.11
2024-05-29,Economy,Wednesday,5,0,0,Sunny,Spring,30.47,55.8,2,36.8
2024-09-09,Economy,Monday,9,0,0,Sunny,Fall,32.94,71.8,14,40.42
2023-06-13,Compact,Tuesday,6,0,0,Rainy,Summer,42.85,82.9,5,59.63
2024-05-01,Compact,Wednesday,5,0,1,Snowy,Spring,44.9,71.5,2,69.57
2022-12-02,Midsize,Friday,12,1,0,Sunny,Winter,53.59,75.0,14,86.29
2023-09-26,Luxury,Tuesday,9,0,0,Rainy,Fall,119.49,54.9,4,107.97
2022-06-06,Compact,Monday,6,0,0,Stormy,Summer,44.71,73.8,7,45.48
2022-01-07,Compact,Friday,1,1,0,Sunny,Winter,40.2,65.7,6,67.59
2023-07-08,Compact,Saturday,7,1,0,Sunny,Summer,38.75,88.0,3,72.59
2022-09-06,Luxury,Tuesday,9,0,1,Rainy,Fall,120.63,67.4,6,135.07
2024-08-10,Luxury,Saturday,8,1,0,Sunny,Summer,127.06,83.2,5,188.2
2023-07-24,Pickup,Monday,7,0,0,Sunny,Summer,67.68,74.4,6,95.23
2023-12-25,Compact,Monday,12,0,1,Cloudy,Winter,39.87,91.4,1,67.71
2023-05-28,Minivan,Sunday,5,1,0,Sunny,Spring,63.21,74.2,14,87.41
2022-06-26,Economy,Sunday,6,1,0,Sunny,Summer,33.63,89.4,2,62.29
2024-12-05,Pickup,Thursday,12,0,0,Rainy,Winter,76.74,78.9,1,81.92
2023-12-21,Economy,Thursday,12,0,0,Sunny,Winter,33.96,76.1,3,53.41
2024-06-04,Economy,Tuesday,6,0,0,Stormy,Summer,30.86,60.1,6,40.19
2024-04-04,Compact,Thursday,4,0,0,Sunny,Spring,38.49,72.1,4,60.14
2024-09-17,Pickup,Tuesday,9,0,0,Cloudy,Fall,77.48,50.7,5,80.03
2023-04-10,Pickup,Monday,4,0,0,Rainy,Spring,70.54,67.8,14,71.95
2024-10-09,Luxury,Wednesday,10,0,0,Rainy,Fall,128.2,66.3,3,109.65
